  1.f3 
  1.f4 Nf6 2.Nf3 d6 
  1.f4 Nf6 2.Nf3 c5 
  1.f4 Nf6 2.Nf3 g6 
  1.f4 Nf6 2.Nf3 g6 3.b4 
  1.f4 Nf6 2.Nf3 g6 3.g3 
  1.f4 Nf6 2.Nf3 g6 3.g3 Bg7 4.Bg2 
  1.f4 Nf6 2.Nf3 g6 3.g3 Bg7 4.Bg2 d6 
  1.f4 d5 
  1.f4 d5 2.g4 
  1.f4 d5 2.c4 
  1.f4 d5 2.e4 
  1.f4 d5 2.b3 
  1.f4 d5 2.b3 Nf6 
  1.f4 d5 2.b3 Nf6 3.Bb2 
  1.f4 d5 2.g3 
  1.f4 d5 2.g3 Nf6 
  1.f4 d5 2.g3 Nf6 3.Bg2 
  1.f4 d5 2.e3 
  1.f4 d5 2.e3 Nf6 
  1.f4 d5 2.Nf3 
  1.f4 d5 2.Nf3 c5 
  1.f4 d5 2.Nf3 c5 3.e4 
  1.f4 d5 2.Nf3 c5 3.e3 
  1.f4 d5 2.Nf3 g6 
  1.f4 d5 2.Nf3 g6 3.e3 
  1.f4 d5 2.Nf3 g6 3.g3 
  1.f4 d5 2.Nf3 g6 3.g3 Bg7 4.Bg2 
  1.f4 d5 2.Nf3 Nf6 
  1.f4 d5 2.Nf3 Nf6 3.b3 
  1.f4 d5 2.Nf3 Nf6 3.g3 
  1.f4 d5 2.Nf3 Nf6 3.g3 g6 
  1.f4 d5 2.Nf3 Nf6 3.g3 g6 4.Bg2 Bg7 
  1.f4 d5 2.Nf3 Nf6 3.g3 g6 4.Bg2 Bg7 5.d3 
  1.f4 d5 2.Nf3 Nf6 3.g3 g6 4.Bg2 Bg7 5.O-O 
  1.f4 d5 2.Nf3 Nf6 3.g3 g6 4.Bg2 Bg7 5.O-O O-O 
  1.f4 d5 2.Nf3 Nf6 3.g3 g6 4.Bg2 Bg7 5.O-O O-O 6.d3 
  1.f4 d5 2.Nf3 Nf6 3.g3 g6 4.Bg2 Bg7 5.O-O O-O 6.d3 c6 
  1.f4 d5 2.Nf3 Nf6 3.g3 g6 4.Bg2 Bg7 5.O-O O-O 6.d3 c5 
  1.f4 d5 2.Nf3 Nf6 3.e3 
  1.f4 d5 2.Nf3 Nf6 3.e3 Bg4 
  1.f4 d5 2.Nf3 Nf6 3.e3 e6 
  1.f4 d5 2.Nf3 Nf6 3.e3 c5 
  1.f4 d5 2.Nf3 Nf6 3.e3 c5 4.b3 
  1.f4 d5 2.Nf3 Nf6 3.e3 g6 
  1.Nf3 
  1.Nf3 g5 
  1.Nf3 b6 
  1.Nf3 b5 
  1.Nf3 Nc6 
  1.Nf3 e6 
  1.Nf3 e6 2.g3 
  1.Nf3 g6 
  1.Nf3 g6 2.g3 
  1.Nf3 g6 2.g3 Bg7 
  1.Nf3 g6 2.g3 Bg7 3.Bg2 
  1.Nf3 f5 
  1.Nf3 f5 2.d3 
  1.Nf3 f5 2.d3 Nf6 
  1.Nf3 f5 2.d3 Nf6 3.e4 
  1.Nf3 f5 2.g3 
  1.Nf3 f5 2.e4 
  1.Nf3 f5 2.e4 fxe4 3.Ng5 Nf6 
  1.Nf3 f5 2.e4 fxe4 3.Ng5 Nf6 4.d3 e5 
  1.Nf3 f5 2.e4 fxe4 3.Ng5 Nf6 4.d3 e3 
  1.Nf3 f5 2.e4 fxe4 3.Ng5 e5 
  1.Nf3 f5 2.e4 fxe4 3.Ng5 d5 
  1.Nf3 d6 
  1.Nf3 c5 
  1.Nf3 c5 2.b3 
  1.Nf3 c5 2.g3 
  1.Nf3 c5 2.g3 b6 
  1.Nf3 c5 2.g3 b6 3.Bg2 Bb7 
  1.Nf3 c5 2.g3 g6 
  1.Nf3 c5 2.g3 g6 3.Bg2 Bg7 
  1.Nf3 c5 2.g3 g6 3.Bg2 Bg7 4.O-O Nc6 
  1.Nf3 c5 2.g3 g6 3.Bg2 Bg7 4.O-O Nc6 5.d3 
  1.Nf3 c5 2.g3 g6 3.Bg2 Bg7 4.O-O Nc6 5.d3 Nf6 6.e4 
  1.Nf3 c5 2.g3 g6 3.Bg2 Bg7 4.O-O Nc6 5.d3 Nf6 
  1.Nf3 c5 2.g3 g6 3.Bg2 Bg7 4.O-O Nc6 5.d3 d6 6.e4 
  1.Nf3 c5 2.g3 g6 3.Bg2 Bg7 4.O-O Nc6 5.d3 e6 6.e4 
  1.Nf3 c5 2.g3 Nc6 
  1.Nf3 c5 2.g3 Nc6 3.Bg2 
  1.Nf3 Nf6 
  1.Nf3 Nf6 2.b3 
  1.Nf3 Nf6 2.b4 
  1.Nf3 Nf6 2.e3 
  1.Nf3 Nf6 2.g3 
  1.Nf3 Nf6 2.g3 c5 
  1.Nf3 Nf6 2.g3 c5 3.Bg2 
  1.Nf3 Nf6 2.g3 c5 3.Bg2 Nc6 
  1.Nf3 Nf6 2.g3 b6 
  1.Nf3 Nf6 2.g3 b6 3.Bg2 
  1.Nf3 Nf6 2.g3 b6 3.Bg2 Bb7 
  1.Nf3 Nf6 2.g3 b5 
  1.Nf3 Nf6 2.g3 b5 3.Bg2 
  1.Nf3 Nf6 2.g3 g6 
  1.Nf3 Nf6 2.g3 g6 3.b4 
  1.Nf3 Nf6 2.g3 g6 3.b4 Bg7 5.Bb2 
  1.Nf3 Nf6 2.g3 g6 3.Bg2 
  1.Nf3 Nf6 2.g3 g6 3.Bg2 Bg7 
  1.Nf3 Nf6 2.g3 g6 3.Bg2 Bg7 4.O-O 
  1.Nf3 Nf6 2.g3 g6 3.Bg2 Bg7 4.O-O O-O 
  1.Nf3 Nf6 2.g3 g6 3.Bg2 Bg7 4.O-O O-O 5.d3 
  1.Nf3 Nf6 2.g3 g6 3.Bg2 Bg7 4.O-O O-O 5.d3 c5 
  1.Nf3 Nf6 2.g3 g6 3.Bg2 Bg7 4.O-O O-O 5.d3 d6 
  1.Nf3 d5 
  1.Nf3 d5 2.Rg1 
  1.Nf3 d5 2.d3 
  1.Nf3 d5 2.d3 Nf6 
  1.Nf3 d5 2.e3 
  1.Nf3 d5 2.b4 
  1.Nf3 d5 2.b4 Nf6 
  1.Nf3 d5 2.e4 
  1.Nf3 d5 2.e4 dxe4 
  1.Nf3 d5 2.b3 
  1.Nf3 d5 2.b3 c5 
  1.Nf3 d5 2.b3 Bg4 
  1.Nf3 d5 2.b3 Bg4 3.Bb2 
  1.Nf3 d5 2.b3 Bg4 3.Bb2 Nd7 4.e3 
  1.Nf3 d5 2.b3 Nf6 
  1.Nf3 d5 2.b3 Nf6 3.Bb2 
  1.Nf3 d5 2.b3 Nf6 3.Bb2 e6 
  1.Nf3 d5 2.b3 Nf6 3.Bb2 e6 4.e3 
  1.Nf3 d5 2.g3 
  1.Nf3 d5 2.g3 Nc6 
  1.Nf3 d5 2.g3 Nc6 3.Bg2 e5 
  1.Nf3 d5 2.g3 Nc6 3.Bg2 e5 4.d3 Nf6 
  1.Nf3 d5 2.g3 Nc6 3.Bg2 e5 4.d3 Nf6 5.O-O 
  1.Nf3 d5 2.g3 Nc6 3.Bg2 e5 4.d3 Nf6 5.O-O Be7 
  1.Nf3 d5 2.g3 c6 
  1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 
  1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O 
  1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O Nd7 
  1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O Nd7 5.d3 
  1.Nf3 d5 2.g3 Nf6 3.Bg2 c6 4.O-O Bg4 
  1.Nf3 d5 2.g3 Nf6 3.Bg2 c6 4.O-O Bg4 5.d3 
  1.Nf3 d5 2.g3 Nf6 3.Bg2 c6 4.O-O Bg4 5.d3 Nbd7 
  1.Nf3 d5 2.g3 Nf6 3.Bg2 c6 4.O-O Bg4 5.d3 Nbd7 6.Nbd2 
  1.Nf3 d5 2.g3 Nf6 3.Bg2 c6 4.O-O Bg4 5.d3 Nbd7 6.Nbd2 e6 
  1.Nf3 d5 2.g3 Nf6 3.Bg2 c6 4.O-O Bg4 5.d3 Nbd7 6.Nbd2 e5 
  1.Nf3 d5 2.g3 Bg4 
  1.Nf3 d5 2.g3 Bg4 3.Bg2 Nd7 
  1.Nf3 d5 2.g3 Nf6 
  1.Nf3 d5 2.g3 Nf6 3.Bg2 
  1.Nf3 d5 2.g3 Nf6 3.Bg2 g6 
  1.Nf3 d5 2.g3 Nf6 3.Bg2 Bf5 
  1.Nf3 d5 2.g3 Nf6 3.Bg2 e6 
  1.Nf3 d5 2.g3 Nf6 3.Bg2 c6 
  1.Nf3 d5 2.g3 Nf6 3.Bg2 c6 4.O-O Bf5 5.d3 e6 6.Nbd2 
  1.Nf3 d5 2.g3 g6 
  1.Nf3 d5 2.g3 g6 3.Bg2 
  1.Nf3 d5 2.g3 g6 3.Bg2 Bg7 4.O-O e5 5.d3 Ne7 
  1.Nf3 d5 2.g3 c5 
  1.Nf3 d5 2.g3 c5 3.Bg2 
  1.Nf3 d5 2.g3 c5 3.Bg2 g6 4.O-O Bg7 
  1.Nf3 d5 2.g3 c5 3.Bg2 g6 4.O-O Bg7 5.d3 
  1.Nf3 d5 2.g3 c5 3.Bg2 g6 4.O-O Bg7 5.d3 Nf6 
  1.Nf3 d5 2.g3 c5 3.Bg2 g6 4.O-O Bg7 5.d3 Nf6 6.Nbd2 O-O 
  1.Nf3 d5 2.g3 c5 3.Bg2 g6 4.O-O Nc6 5.d3 Nf6 
  1.Nf3 d5 2.g3 c5 3.Bg2 Nc6 
  1.Nf3 d5 2.g3 c5 3.Bg2 Nc6 4.O-O 
  1.Nf3 d5 2.g3 c5 3.Bg2 Nc6 4.d4 
  1.Nf3 d5 2.g3 c5 3.Bg2 Nf6 
  1.Nf3 d5 2.g3 c5 3.Bg2 Nf6 4.O-O 
  1.Nf3 d5 2.g3 c5 3.Bg2 Nf6 4.O-O Nc6 
  1.Nf3 d5 2.g3 c5 3.Bg2 Nc6 4.O-O e6 5.d3 Nge7 6.Nbd2 b6 7.e4 
  1.Nf3 d5 2.g3 c5 3.Bg2 Nc6 4.O-O e6 5.d3 Nf6 6.Nbd2 b6 7.e4 
  1.Nf3 d5 2.g3 c5 3.Bg2 Nc6 4.O-O e6 5.d3 Nge7 6.Nbd2 g6 7.e4 Bg7 
  1.Nf3 d5 2.g3 c5 3.Bg2 Nc6 4.O-O e6 5.d3 Nf6 6.Nbd2 g6 7.e4 Bg7 
  1.Nf3 d5 2.g3 c5 3.Bg2 Nc6 4.O-O e6 5.d3 Nf6 6.Nbd2 Be7 7.e4 
  1.Nf3 d5 2.g3 c5 3.Bg2 Nc6 4.O-O e6 5.d3 Nf6 6.Nbd2 Be7 7.e4 O-O 8.Re1 
  1.Nf3 d5 2.g3 c5 3.Bg2 Nc6 4.O-O e6 5.d3 Bd6 6.Nbd2 Nge7 7.e4 
  1.Nf3 d5 2.g3 c5 3.Bg2 Nc6 4.O-O e6 5.d3 Bd6 6.Nbd2 Nge7 7.e4 O-O 8.Re1 
  1.Nf3 d5 2.c4 
  1.Nf3 d5 2.c4 d4 
  1.Nf3 d5 2.c4 d4 3.b4 
  1.Nf3 d5 2.c4 d4 3.b4 g6 
  1.Nf3 d5 2.c4 d4 3.e3 
  1.Nf3 d5 2.c4 d4 3.e3 c5 
  1.Nf3 d5 2.c4 d4 3.e3 Nc6 
  1.Nf3 d5 2.c4 d4 3.e3 Nc6 4.exd4 Nxd4 
  1.Nf3 d5 2.c4 d4 3.g3 
  1.Nf3 d5 2.c4 d4 3.g3 Nc6 
  1.Nf3 d5 2.c4 d4 3.g3 Nc6 4.Bg2 e5 
  1.Nf3 d5 2.c4 d4 3.g3 g6 
  1.Nf3 d5 2.c4 d4 3.g3 g6 4.Bg2 Bg7 
  1.Nf3 d5 2.c4 d4 3.g3 c5 
  1.Nf3 d5 2.c4 d4 3.g3 c5 4.Bg2 Nc6 
  1.Nf3 d5 2.c4 d4 3.g3 c5 4.Bg2 Nc6 5.d3 e5 
  1.Nf3 d5 2.c4 dxc4 
  1.Nf3 d5 2.c4 dxc4 3.g3 
  1.Nf3 d5 2.c4 dxc4 3.g3 e6 
  1.Nf3 d5 2.c4 dxc4 3.Qa4+ 
  1.Nf3 d5 2.c4 dxc4 3.Na3 
  1.Nf3 d5 2.c4 dxc4 3.Na3 a6 
  1.Nf3 d5 2.c4 dxc4 3.Na3 c5 
  1.Nf3 d5 2.c4 dxc4 3.e3 
  1.Nf3 d5 2.c4 dxc4 3.e3 Be6 
  1.Nf3 d5 2.c4 dxc4 3.e3 Nf6 
  1.Nf3 d5 2.c4 dxc4 3.e3 Nf6 4.Bxc4 e6 
  1.c4 
  1.c4 g5 
  1.c4 g5 2.d4 
  1.c4 g5 2.d4 Bg7 
  1.c4 Nc6 
  1.c4 Nc6 2.Nc3 
  1.c4 b5 
  1.c4 d5 
  1.c4 b6 
  1.c4 b6 2.Nf3 
  1.c4 b6 2.Nf3 Bb7 
  1.c4 b6 2.Nc3 
  1.c4 b6 2.Nc3 e6 
  1.c4 b6 2.Nc3 e6 3.e4 
  1.c4 b6 2.Nc3 Bb7 
  1.c4 b6 2.Nc3 Bb7 3.e4 
  1.c4 b6 2.Nc3 Bb7 3.e4 e6 
  1.c4 d6 
  1.c4 d6 2.Nc3 
  1.c4 d6 2.Nf3 
  1.c4 g6 
  1.c4 g6 2.g3 
  1.c4 g6 2.Nc3 
  1.c4 g6 2.Nc3 Bg7 
  1.c4 g6 2.Nc3 Bg7 3.g3 
  1.c4 g6 2.Nf3 
  1.c4 g6 2.Nf3 Bg7 
  1.c4 g6 2.e4 
  1.c4 g6 2.e4 e5 
  1.c4 f5 
  1.c4 f5 2.g4 
  1.c4 f5 2.g3 
  1.c4 f5 2.g3 Nf6 
  1.c4 f5 2.g3 Nf6 3.Bg2 
  1.c4 f5 2.Nc3 
  1.c4 f5 2.Nc3 Nf6 
  1.c4 f5 2.Nc3 Nf6 3.g3 
  1.c4 f5 2.Nc3 Nf6 3.g3 g6 
  1.c4 f5 2.Nf3 
  1.c4 f5 2.Nf3 e6 
  1.c4 f5 2.Nf3 Nf6 
  1.c4 f5 2.Nf3 Nf6 3.Nc3 
  1.c4 f5 2.Nf3 Nf6 3.g3 
  1.c4 f5 2.Nf3 Nf6 3.g3 e6 
  1.c4 f5 2.Nf3 Nf6 3.g3 e6 4.Bg2 
  1.c4 f5 2.Nf3 Nf6 3.g3 e6 4.Bg2 c6 5.O-O d5 
  1.c4 f5 2.Nf3 Nf6 3.g3 e6 4.Bg2 Be7 
  1.c4 f5 2.Nf3 Nf6 3.g3 e6 4.Bg2 Be7 5.O-O 
  1.c4 f5 2.Nf3 Nf6 3.g3 e6 4.Bg2 Be7 5.O-O O-O 
  1.c4 f5 2.Nf3 Nf6 3.g3 e6 4.Bg2 Be7 5.O-O O-O 6.Nc3 
  1.c4 c6 
  1.c4 c6 2.g3 
  1.c4 c6 2.g3 Nf6 
  1.c4 c6 2.g3 Nf6 3.Bg2 d5 
  1.c4 c6 2.g3 Nf6 3.Bg2 d5 4.Nf3 
  1.c4 c6 2.g3 Nf6 3.Bg2 d5 4.Nf3 Bf5 
  1.c4 c6 2.g3 Nf6 3.Bg2 d5 4.Nf3 Bf5 5.O-O 
  1.c4 c6 2.g3 Nf6 3.Bg2 d5 4.Nf3 Bf5 5.O-O e6 6.d3 
  1.c4 c6 2.g3 Nf6 3.Bg2 d5 4.Nf3 Bg4 
  1.c4 c6 2.g3 Nf6 3.Bg2 d5 4.Nf3 Bg4 5.O-O 
  1.c4 c6 2.Nc3 
  1.c4 c6 2.Nc3 d5 
  1.c4 c6 2.Nf3 
  1.c4 c6 2.Nf3 Nf6 
  1.c4 c6 2.Nf3 d5 
  1.c4 c6 2.Nf3 d5 3.g3 
  1.c4 c6 2.Nf3 d5 3.g3 Bg4 
  1.c4 c6 2.Nf3 d5 3.g3 Bg4 4.Bg2 
  1.c4 c6 2.Nf3 d5 3.e3 
  1.c4 c6 2.Nf3 d5 3.e3 Nf6 
  1.c4 c6 2.Nf3 d5 3.e3 Nf6 4.Nc3 
  1.c4 c6 2.Nf3 d5 3.b3 
  1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.g3 Bg4 
  1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.g3 Bg4 5.Bg2 
  1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.g3 Bg4 5.Bg2 e6 
  1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.g3 Bg4 5.Bg2 e6 6.Bb2 
  1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.g3 Bf5 
  1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.g3 Bf5 5.Bg2 
  1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.g3 Bf5 5.Bg2 e6 
  1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.g3 Bf5 5.Bg2 e6 6.Bb2 
  1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.Bb2 
  1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.Bb2 g6 
  1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.Bb2 g6 5.e3 Bg7 
  1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.Bb2 Bf5 
  1.c4 c6 2.Nf3 d5 3.b3 Nf6 4.Bb2 Bg4 
  1.c4 c6 2.Nf3 d5 3.b3 Bg4 
  1.c4 e6 
  1.c4 e6 2.g3 
  1.c4 e6 2.g3 d5 
  1.c4 e6 2.g3 d5 3.Bg2 
  1.c4 e6 2.Nc3 
  1.c4 e6 2.Nc3 Bb4 
  1.c4 e6 2.Nc3 d5 
  1.c4 e6 2.Nf3 
  1.c4 e6 2.Nf3 Nf6 
  1.c4 e6 2.Nf3 Nf6 3.g3 
  1.c4 e6 2.Nf3 Nf6 3.g3 a6 4.Bg2 b5 
  1.c4 e6 2.Nf3 d5 
  1.c4 e6 2.Nf3 d5 3.b3 
  1.c4 e6 2.Nf3 d5 3.b3 Nf6 4.Bb2 c5 5.e3 
  1.c4 e6 2.Nf3 d5 3.b3 Nf6 4.Bb2 c5 5.e3 Nc6 
  1.c4 e6 2.Nf3 d5 3.g3 
  1.c4 e6 2.Nf3 d5 3.g3 c6 
  1.c4 e6 2.Nf3 d5 3.g3 c6 4.Qc2 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 c6 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 c6 5.b3 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 c5 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 c5 5.O-O 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 dxc4 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 dxc4 5.Qa4+ 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 dxc4 5.Qa4+ Nbd7 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 dxc4 5.Qa4+ Nbd7 6.O-O 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 dxc4 5.Qa4+ Nbd7 6.Qxc4 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 dxc4 5.Qa4+ Nbd7 6.Qxc4 a6 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 dxc4 5.Qa4+ Nbd7 6.Qxc4 c5 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O c6 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O c5 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O O-O 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O O-O 6.b3 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O O-O 6.b3 b6 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O O-O 6.b3 b6 7.Bb2 Bb7 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O O-O 6.b3 b6 7.Bb2 Bb7 8.e3 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O O-O 6.b3 c5 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O O-O 6.b3 c5 7.Bb2 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O O-O 6.b3 c5 7.Bb2 Nc6 
  1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O O-O 6.b3 c5 7.Bb2 Nc6 8.e3 
  1.c4 Nf6 
  1.c4 Nf6 2.b4 
  1.c4 Nf6 2.g3 
  1.c4 Nf6 2.g3 e6 
  1.c4 Nf6 2.g3 e6 3.Bg2 
  1.c4 Nf6 2.g3 g6 
  1.c4 Nf6 2.g3 g6 3.Bg2 Bg7 
  1.c4 Nf6 2.Nf3 
  1.c4 Nf6 2.Nf3 g6 
  1.c4 Nf6 2.Nf3 g6 3.g3 Bg7 4.Bg2 
  1.c4 Nf6 2.Nf3 g6 3.g3 Bg7 4.Bg2 O-O 
  1.c4 Nf6 2.Nc3 
  1.c4 Nf6 2.Nc3 Nc6 
  1.c4 Nf6 2.Nc3 c6 
  1.c4 Nf6 2.Nc3 c6 3.e4 
  1.c4 Nf6 2.Nc3 c6 3.e4 d5 
  1.c4 Nf6 2.Nc3 c6 3.e4 e5 
  1.c4 Nf6 2.Nc3 d6 
  1.c4 Nf6 2.Nc3 g6 
  1.c4 Nf6 2.Nc3 g6 3.e4 
  1.c4 Nf6 2.Nc3 g6 3.g3 
  1.c4 Nf6 2.Nc3 g6 3.g3 Bg7 
  1.c4 Nf6 2.Nc3 g6 3.g3 Bg7 4.Bg2 
  1.c4 Nf6 2.Nc3 g6 3.g3 Bg7 4.Bg2 O-O 
  1.c4 Nf6 2.Nc3 g6 3.g3 Bg7 4.Bg2 O-O 5.e4 
  1.c4 Nf6 2.Nc3 g6 3.g3 Bg7 4.Bg2 O-O 5.Nf3 
  1.c4 Nf6 2.Nc3 g6 3.g3 Bg7 4.Bg2 O-O 5.Nf3 d6 6.O-O 
  1.c4 Nf6 2.Nc3 d5 
  1.c4 Nf6 2.Nc3 d5 3.Nf3 
  1.c4 Nf6 2.Nc3 d5 3.Nf3 g6 
  1.c4 Nf6 2.Nc3 d5 3.Nf3 g6 4.Qa4+ 
  1.c4 Nf6 2.Nc3 d5 3.Nf3 g6 4.g3 
  1.c4 Nf6 2.Nc3 d5 3.cxd5 
  1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.g3 g6 5.Bg2 Nxc3 
